Randomizer Version: 4.6.1
Random Seed: 4635469872613
Settings String: 322QQgEAgj8AP8AAgEBAAIeIQAEFAAAFAACAQABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAEAC0VtZXJhbGQgKFMpUTTsZePDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
#420 (CHICO NINJA LUNG)@31A434 - TOGETIC Lv18, FURRET Lv18
#421 (CHICO NINJA LAO)@31A45C - ELEKID Lv24, TEDDIURSA Lv24, DUSCLOPS Lv24, FEAROW Lv26
#422 (CHICO NINJA LAO)@31A484 - LICKITUNG Lv27, MANKEY Lv27, DRATINI Lv27, SWINUB Lv29
#423 (CHICO NINJA LAO)@31A4AC - GRAVELER Lv30, MAGMAR Lv30, VENOMOTH Lv30, ANORITH Lv32
#424 (CHICO NINJA LAO)@31A4D4 - GASTLY Lv33, WIGGLYTUFF Lv33, MAKUHITA Lv33, DITTO@BOLA HUMO Lv35
#425 (LUCHADORA CESARINA)@31A4FC - QUILAVA Lv13
#426 (LUCHADORA LAURA)@31A524 - ZANGOOSE Lv13
#427 (LUCHADORA CECILIA)@31A54C - PONYTA Lv18, MAGBY Lv18
#428 (LUCHADORA CORAL)@31A574 - NUZLEAF Lv27
#429 (LUCHADORA PAULA)@31A59C - GOREBYSS Lv27
#430 (LUCHADORA CECILIA)@31A5C4 - LAPRAS Lv26, TYPHLOSION Lv26
#431 (LUCHADORA CECILIA)@31A5EC - COMBUSKEN Lv29, SCIZOR Lv29
#432 (LUCHADORA CECILIA)@31A614 - METAPOD Lv32, MARSHTOMP Lv32
#433 (LUCHADORA CECILIA)@31A63C - LINOONE Lv35, NUZLEAF Lv35
#434 (DAMA PARASOL MIRANDA)@31A664 - MILOTIC Lv19
#435 (DAMA PARASOL CLARISA)@31A68C - VOLBEAT Lv28, ABRA Lv28
#436 (DAMA PARASOL ANGELINA)@31A6B4 - KECLEON Lv30
#437 (DAMA PARASOL MIRANDA)@31A6DC - DRAGONAIR Lv29
#438 (DAMA PARASOL MIRANDA)@31A704 - ROSELIA Lv32
#439 (DAMA PARASOL MIRANDA)@31A72C - TOTODILE Lv34, SUNFLORA Lv34
#440 (DAMA PARASOL MIRANDA)@31A754 - ANORITH Lv37, SHEDINJA Lv37
#441 (NADADORA BELINDA)@31A77C - PICHU Lv25, ODDISH Lv25
#442 (NADADORA ALBA)@31A7A4 - TAUROS Lv26
#443 (NADADORA NORA)@31A7CC - AZUMARILL Lv26
#444 (NADADORA DELISA)@31A7F4 - CORSOLA Lv25, TORCHIC Lv25
#445 (NADADORA BEATRIZ)@31A81C - GRAVELER Lv26
#446 (NADADORA TRINI)@31A844 - PICHU Lv25, CATERPIE Lv25
#447 (NADADORA MERCE)@31A86C - EEVEE Lv26
#448 (NADADORA ALICIA)@31A894 - LEDIAN Lv24, CHARIZARD Lv24, STARMIE Lv24
#449 (NADADORA GENO)@31A8BC - ONIX Lv34
#450 (NADADORA GRACIA)@31A8E4 - PARASECT Lv34
#451 (NADADORA TANIA)@31A90C - LUGIA Lv34
#452 (NADADORA SILVANA)@31A934 - HO-OH Lv34
#453 (NADADORA MONI)@31A95C - VIGOROTH Lv33, UNOWN Lv33
#454 (NADADORA BRENDA)@31A984 - NINJASK Lv34
#455 (NADADORA CHIQUI)@31A9AC - OCTILLERY Lv33, MANTINE Lv33
#456 (NADADORA SUSI)@31A9D4 - KECLEON Lv34
#457 (NADADORA CIRA)@31A9FC - BELLOSSOM Lv34
#458 (NADADORA DORA)@31AA24 - IGGLYBUFF Lv34
#459 (NADADORA SIENA)@31AA4C - SMOOCHUM Lv33, SEVIPER Lv33
#460 (NADADORA DEBO)@31AA74 - ZIGZAGOON Lv34
#461 (NADADORA LINDA)@31AA9C - PIDGEOTTO Lv33, RHYHORN Lv33
#462 (NADADORA CELESTE)@31AAC4 - DRATINI Lv34, ANORITH Lv34
#463 (NADADORA LORENA)@31AAEC - CAMERUPT Lv33, SEALEO Lv33
#464 (NADADORA CARLI)@31AB14 - HERACROSS Lv35
#465 (NADADORA GENO)@31AB3C - RALTS Lv38
#466 (NADADORA GENO)@31AB64 - NUZLEAF Lv41
#467 (NADADORA GENO)@31AB8C - DUSTOX Lv43, CLEFAIRY Lv43
#468 (NADADORA GENO)@31ABB4 - CUBONE Lv45, SEVIPER Lv45, KINGLER Lv45
#469 (DOMINGUERA HILARIA)@31ABDC - ABRA Lv22, MUK Lv22
#470 (DOMINGUERA BETINA)@31AC04 - COMBUSKEN Lv22, MUK Lv22
#471 (DOMINGUERA CARLETA)@31AC2C - MR. MIME Lv17, CASCOON Lv17
#472 (DOMINGUERA NEREA)@31AC54 - SNUBBULL Lv18, PHANPY Lv18
#473 (DOMINGUERA MARTA)@31AC7C - NOSEPASS Lv23, MURKROW Lv23
#474 (DOMINGUERA DIANA)@31ACA4 - BAYLEEF Lv19, BLAZIKEN Lv19, SWAMPERT Lv19
#475 (MÉDIUM CEDRIC)@31ACCC - WINGULL Lv32
#476 (DOMINGUERA IRENE)@31ACF4 - TYROGUE Lv17, VENUSAUR Lv17
#477 (DOMINGUERA DIANA)@31AD1C - WHISMUR Lv25, AZUMARILL Lv25, BLASTOISE Lv25
#478 (DOMINGUERA DIANA)@31AD44 - VENOMOTH Lv28, WHISCASH Lv28, MISDREAVUS Lv28
#479 (DOMINGUERA DIANA)@31AD6C - KINGLER Lv31, PICHU Lv31, MEDITITE Lv31
#480 (DOMINGUERA DIANA)@31AD94 - ESPEON Lv40, MURKROW Lv40, MAGNETON Lv40
#481 (GEMELAS ALI-MAR)@31ADBC - LOTAD Lv15, MISDREAVUS Lv15
#482 (GEMELAS ALI-MAR)@31ADE4 - PIDGEY Lv27, PIDGEOTTO Lv27
#483 (GEMELAS GINA-MINI)@31AE0C - SLOWKING Lv6, PONYTA Lv6
#484 (GEMELAS MARU-YOLA)@31AE34 - HOOTHOOT Lv26, CAMERUPT Lv26
#485 (GEMELAS ALI-MAR)@31AE5C - CHIMECHO Lv9, ANORITH Lv9
#486 (GEMELAS GINA-MINI)@31AE84 - WAILMER Lv10, PHANPY Lv10
#487 (GEMELAS ALI-MAR)@31AEAC - MAWILE Lv30, SANDSHREW Lv30
#488 (GEMELAS ALI-MAR)@31AED4 - HITMONCHAN Lv33, ARTICUNO Lv33
#489 (GEMELAS ALI-MAR)@31AEFC - SHROOMISH Lv36, URSARING Lv36
#490 (MARINERO HUMBERTO)@31AF24 - NUMEL Lv12, MANKEY Lv12
#491 (MARINERO EDMUNDO)@31AF4C - AMPHAROS Lv13
#492 (MARINERO ERNESTO)@31AF74 - SOLROCK Lv33, VILEPLUME Lv33
#493 (MARINERO DIMAS)@31AF9C - SNEASEL Lv11, LATIAS Lv11, SHELLDER Lv11
#494 (MARINERO FELIPE)@31AFC4 - XATU Lv44, MANTINE Lv44
#495 (MARINERO LEONARDO)@31AFEC - HUNTAIL Lv43, CROCONAW Lv43, BLASTOISE Lv43
#496 (MARINERO DATO)@31B014 - SURSKIT Lv25, RAPIDASH Lv25
#497 (MARINERO ERNESTO)@31B03C - CACTURNE Lv36, MANECTRIC Lv36, MANECTRIC Lv36
#498 (MARINERO ERNESTO)@31B064 - LUDICOLO Lv39, FLAAFFY Lv39, JOLTEON Lv39
#499 (MARINERO ERNESTO)@31B08C - JOLTEON Lv42, GLALIE Lv42, JIGGLYPUFF Lv42
#500 (MARINERO ERNESTO)@31B0B4 - SUICUNE Lv45, WEEZING Lv45, CLEFFA Lv45
#501 (MONTAÑERO ELORE)@31B0DC - PHANPY Lv23
#502 (POKéFAN CONCHI)@31B104 - NOSEPASS@BAYA ARANJA Lv39, KAKUNA@BAYA ARANJA Lv39
#503 (ENTRE. GUAY JUAYA)@31B12C - MAGNETON Lv27
#504 (CHICO NINJA JORECO)@31B154 - JIGGLYPUFF Lv31
#505 (DAMA PARASOL LARITA)@31B17C - BUTTERFREE Lv31
#506 (POKéABU AURELIO)@31B1A4 - BELLOSSOM Lv33, VICTREEBEL Lv33
#507 (MARINERO COQUE)@31B1CC - LEDIAN Lv33, FERALIGATR Lv33
#508 (ENTRE. GUAY MARLUYA)@31B1F4 - SUICUNE Lv34
#509 (LUCHADORA REIRA)@31B21C - KINGDRA Lv33, MAGCARGO Lv33
#510 (MARINERO TOREL)@31B244 - BELLOSSOM Lv34
#511 (POKéABU FERIO)@31B26C - TROPIUS Lv33, NIDOQUEEN Lv33
#512 (POKéCOLECTOR EDGARDO)@31B294 - STARYU Lv14, BLASTOISE Lv14
#513 (POKéCOLECTOR HENRI)@31B2BC - FLAAFFY Lv18, NINCADA Lv18
#514 (ADMIN. MAGMA TATIANO)@31B2E4 - BLISSEY Lv36, AZURILL Lv38, PIDGEOTTO Lv40
#515 (POKéCOLECTOR EDGARDO)@31B30C - POLIWHIRL Lv26, VIBRAVA Lv26
#516 (POKéCOLECTOR EDGARDO)@31B334 - RHYHORN Lv29, SHARPEDO Lv29
#517 (POKéCOLECTOR EDGARDO)@31B35C - PICHU Lv32, SILCOON Lv32
#518 (POKéCOLECTOR EDGARDO)@31B384 - VENONAT Lv35, PARAS Lv35
#519 (ENTRENADOR BLASCO)@31B3AC - MOLTRES Lv44, CASCOON Lv43, WYNAUT Lv44, CASCOON Lv41, ARBOK Lv45
#520 (ENTRENADOR BRUNO)@31B3D4 - HYPNO Lv5
#521 (ENTRENADOR BRUNO)@31B3FC - CARVANHA Lv18, EXEGGCUTE Lv18, ILLUMISE Lv20
#522 (ENTRENADOR BRUNO)@31B424 - DUSTOX Lv29, RHYDON Lv29, SEEDOT Lv31
#523 (ENTRENADOR BRUNO)@31B44C - BEAUTIFLY Lv5
#524 (ENTRENADOR BRUNO)@31B474 - SUNKERN Lv18, LAPRAS Lv18, SHUPPET Lv20
#525 (ENTRENADOR BRUNO)@31B49C - CASCOON Lv29, SKITTY Lv29, WOBBUFFET Lv31
#526 (ENTRENADOR BRUNO)@31B4C4 - TENTACOOL Lv5
#527 (ENTRENADOR BRUNO)@31B4EC - SHUPPET Lv18, LUGIA Lv18, SLOWBRO Lv20
#528 (ENTRENADOR BRUNO)@31B514 - TAILLOW Lv29, EXPLOUD Lv29, BEEDRILL Lv31
#529 (ENTRENADOR AURA)@31B53C - RATTATA Lv5
#530 (ENTRENADOR AURA)@31B564 - MIGHTYENA Lv18, LEDYBA Lv18, MURKROW Lv20
#531 (ENTRENADOR AURA)@31B58C - AIPOM Lv29, CACTURNE Lv29, JIGGLYPUFF Lv31
#532 (ENTRENADOR AURA)@31B5B4 - SHEDINJA Lv5
#533 (ENTRENADOR AURA)@31B5DC - LOUDRED Lv18, MANECTRIC Lv18, GRANBULL Lv20
#534 (ENTRENADOR AURA)@31B604 - CHIMECHO Lv29, SLOWPOKE Lv29, SLOWPOKE Lv31
#535 (ENTRENADOR AURA)@31B62C - MASQUERAIN Lv5
#536 (ENTRENADOR AURA)@31B654 - DRAGONITE Lv18, PICHU Lv18, LAIRON Lv20
#537 (ENTRENADOR AURA)@31B67C - JYNX Lv29, BEAUTIFLY Lv29, TYPHLOSION Lv31
#538 (CRIAPOKéMON ISAAC)@31B6A4 - JYNX Lv11, ELECTRODE Lv11, GARDEVOIR Lv11, GARDEVOIR Lv11, DIGLETT Lv11, KADABRA Lv11
#539 (CAZABICHOS DAVISO)@31B6CC - ENTEI Lv27
#540 (ENTRE. GUAY MIQUELE)@31B6F4 - GRAVELER Lv43, SWINUB Lv43
#541 (CRIAPOKéMON ISAAC)@31B71C - LAPRAS Lv22, ARTICUNO Lv22, LEDYBA Lv22, LICKITUNG Lv22, OMASTAR Lv22, STANTLER Lv22
#542 (CRIAPOKéMON ISAAC)@31B744 - BAYLEEF Lv25, BALTOY Lv25, KOFFING Lv25, GRANBULL Lv25, SANDSLASH Lv25, TENTACOOL Lv25
#543 (CRIAPOKéMON ISAAC)@31B76C - REGICE Lv28, VOLTORB Lv28, AERODACTYL Lv28, RATTATA Lv28, YANMA Lv28, BELDUM Lv28
#544 (CRIAPOKéMON ISAAC)@31B794 - NINJASK Lv31, HYPNO Lv31, PERSIAN Lv31, VOLBEAT Lv31, GOREBYSS Lv31, KABUTO Lv31
#545 (CRIAPOKéMON LIDIA)@31B7BC - STANTLER Lv11, BANETTE Lv11, TYROGUE Lv11, KABUTOPS Lv11, LINOONE Lv11, VIBRAVA Lv11
#546 (ENTRE. GUAY ALIA)@31B7E4 - MAROWAK Lv43, PARASECT Lv43
#547 (RUINAMANÍACO RUNO)@31B80C - DELCATTY Lv26
#548 (CRIAPOKéMON LIDIA)@31B834 - ARON Lv22, PICHU Lv22, SLOWBRO Lv22, CACNEA Lv22, KANGASKHAN Lv22, SCYTHER Lv22
#549 (CRIAPOKéMON LIDIA)@31B85C - PINECO Lv25, SPINARAK Lv25, BEAUTIFLY Lv25, PILOSWINE Lv25, ESPEON Lv25, STEELIX Lv25
#550 (CRIAPOKéMON LIDIA)@31B884 - CHARIZARD Lv28, BELDUM Lv28, POLIWAG Lv28, BLAZIKEN Lv28, NIDORINA Lv28, SMOOCHUM Lv28
#551 (CRIAPOKéMON LIDIA)@31B8AC - MILTANK Lv31, KINGDRA Lv31, YANMA Lv31, MANKEY Lv31, SNEASEL Lv31, WAILMER Lv31
#552 (POKéGUARDA JUACU)@31B8D4 - MAGIKARP Lv27
#553 (POKéGUARDA LORENO)@31B8FC - BELDUM Lv28, JUMPLUFF Lv28, GASTLY Lv28
#554 (POKéGUARDA SEB)@31B924 - VENOMOTH Lv39
#555 (POKéGUARDA JUACU)@31B94C - PRIMEAPE Lv31
#556 (POKéGUARDA JUACU)@31B974 - MASQUERAIN Lv34
#557 (POKéGUARDA JUACU)@31B99C - MAGNEMITE Lv37
#558 (POKéGUARDA JUACU)@31B9C4 - KIRLIA Lv39, NATU Lv39
#559 (POKéGUARDA CRISTINA)@31B9EC - ELECTABUZZ Lv26, STANTLER Lv26
#560 (POKéGUARDA GUADA)@31BA14 - BLISSEY Lv28, CORPHISH Lv28, NIDORAN♀ Lv28
#561 (POKéGUARDA SOFI)@31BA3C - SKARMORY Lv38, SANDSHREW Lv38
#562 (POKéGUARDA CRISTINA)@31BA64 - CLAMPERL Lv30, SNUBBULL Lv30
#563 (POKéGUARDA CRISTINA)@31BA8C - NIDORAN♀ Lv33, URSARING Lv33
#564 (POKéGUARDA CRISTINA)@31BAB4 - DIGLETT Lv36, TOTODILE Lv36
#565 (POKéGUARDA CRISTINA)@31BADC - HYPNO Lv39, PIDGEOT Lv39
#566 (TRIATLETA JULNO)@31BB04 - TANGELA Lv21
#567 (EQUIPO AQUA SOLDADO)@31BB2C - CHIKORITA Lv35, SKITTY Lv35
#568 (EQUIPO MAGMA SOLDADO)@31BB54 - SNORUNT Lv31, ZAPDOS Lv31
#569 (EQUIPO AQUA SOLDADO)@31BB7C - DUSTOX Lv30, SEALEO Lv30
#570 (EQUIPO MAGMA SOLDADO)@31BBA4 - MUK Lv22, PILOSWINE Lv22
#571 (MONTAÑERO MARC)@31BBCC - QUILAVA Lv8, CHANSEY Lv8
#572 (MARINERO BRENDEN)@31BBF4 - MACHOP Lv13
#573 (LUCHADORA LILITA)@31BC1C - FARFETCH’D Lv13
#574 (KARATEKA KATO)@31BC44 - GOLEM Lv13
#575 (BRUJITA CHISPI)@31BC6C - CLEFABLE Lv36
#576 (NADADOR LEONARDI)@31BC94 - PINECO Lv34
#577 (ENTRE. GUAY YAGUA)@31BCBC - CELEBI Lv32, POLITOED Lv32
#578 (NADADOR RISONO)@31BCE4 - CHINCHOU Lv35
#579 (EQUIPO MAGMA SOLDADO)@31BD0C - MR. MIME Lv20
#580 (NADADOR CLARO)@31BD34 - YANMA Lv34
#581 (MÉDIUM TERRI)@31BD5C - GRANBULL Lv37
#582 (CABALLERO NANDO)@31BD84 - RELICANTH Lv36
#583 (BRUJITA CATLIN)@31BDAC - JYNX Lv36
#584 (CABALLERO CLIFO)@31BDD4 - MARSHTOMP Lv36
#585 (MÉDIUM NICONO)@31BDFC - MAGNETON Lv36
#586 (EQUIPO MAGMA SOLDADO)@31BE24 - BRELOOM Lv31, ARCANINE Lv31
#587 (EQUIPO MAGMA SOLDADO)@31BE4C - NUMEL Lv32
#588 (EQUIPO MAGMA SOLDADO)@31BE74 - SLOWBRO Lv32
#589 (EQUIPO MAGMA SOLDADO)@31BE9C - PLUSLE Lv32
#590 (EQUIPO MAGMA SOLDADO)@31BEC4 - SPINARAK Lv32
#591 (MÉDIUM MACEI)@31BEEC - CLAYDOL Lv36
#592 (ENTRENADOR BRUNO)@31BF14 - ROSELIA Lv13, SMOOCHUM Lv15
#593 (ENTRENADOR BRUNO)@31BF3C - GROVYLE Lv13, DONPHAN Lv15
#594 (POKéABU GUILLE)@31BF64 - SHEDINJA Lv33, PILOSWINE Lv33
#595 (TRIATLETA BELIA)@31BF8C - PLUSLE Lv34
#596 (EQUIPO AQUA SOLDADO)@31BFB4 - REGIROCK Lv27, WALREIN Lv27
#597 (ADMIN. MAGMA TATIANO)@31BFDC - NIDORAN♀ Lv18, RAYQUAZA Lv20, ARIADOS Lv22, NATU Lv22
#598 (ENTRE. GUAY GUADO)@31C004 - MR. MIME Lv33, BLAZIKEN Lv33
#599 (ENTRENADOR BRUNO)@31C02C - TOTODILE Lv13, SUNFLORA Lv15
#600 (ENTRENADOR AURA)@31C054 - DUNSPARCE Lv13, WIGGLYTUFF Lv15
#601 (LÍDER MAGMA MAGNO)@31C07C - SWELLOW Lv37, MAGBY Lv38, SCIZOR Lv39
#602 (LÍDER MAGMA MAGNO)@31C0A4 - WAILORD Lv24, STEELIX Lv24, BEEDRILL Lv25
#603 (CHICA TINA)@31C0CC - HITMONCHAN Lv4, JIGGLYPUFF Lv4
#604 (CHICA HERMINIA)@31C0F4 - POLIWHIRL Lv6, STARMIE Lv6
#605 (CHICA LUCRECIA)@31C11C - HOOTHOOT Lv9
#606 (ESTRATEGA VIVI)@31C144 - ZAPDOS Lv15, KADABRA Lv15, SABLEYE Lv15
#607 (CHICA HERMINIA)@31C16C - GENGAR Lv26, MAGBY Lv26
#608 (CHICA HERMINIA)@31C194 - CASTFORM Lv29, SHUPPET Lv29
#609 (CHICA HERMINIA)@31C1BC - MURKROW Lv32, GLIGAR Lv32
#610 (CHICA HERMINIA)@31C1E4 - SKARMORY Lv34, CACTURNE Lv34, NOCTOWL Lv34
#611 (CHICA SUSANA)@31C20C - SKITTY Lv16
#612 (CHICA ROBERTA)@31C234 - BELLOSSOM Lv14, VENOMOTH Lv14, CROCONAW Lv14
#613 (CHICA ANDREA)@31C25C - SURSKIT Lv40
#614 (CHICA CRISTI)@31C284 - PILOSWINE Lv39, BELLSPROUT Lv39
#615 (CAZABICHOS JANO)@31C2AC - SHEDINJA Lv4, ROSELIA Lv4
#616 (CAZABICHOS LALO)@31C2D4 - VENUSAUR Lv3, MAKUHITA Lv3, MAGNETON Lv3, PIDGEOT Lv3
#617 (CAZABICHOS JOSE)@31C2FC - KABUTO Lv8, NIDOQUEEN Lv8
#618 (CAZABICHOS DOMIN)@31C324 - QWILFISH Lv28, YANMA Lv28
#619 (CAZABICHOS GREGORIO)@31C34C - GOREBYSS Lv25, SWAMPERT Lv25
#620 (CAZABICHOS CASIMIRO)@31C374 - SHUCKLE Lv25
#621 (CAZABICHOS JAIME)@31C39C - CASCOON Lv6, TORCHIC Lv6
#622 (CAZABICHOS JAIME)@31C3C4 - TAUROS Lv27
#623 (CAZABICHOS JAIME)@31C3EC - SLAKING Lv29, VOLTORB Lv29
#624 (CAZABICHOS JAIME)@31C414 - BANETTE Lv31, POLIWAG Lv31, SLOWPOKE Lv31
#625 (CAZABICHOS JAIME)@31C43C - NIDORAN♀ Lv33, GYARADOS Lv33, SURSKIT Lv33, POOCHYENA Lv33
#626 (MONTAÑERO BALTASAR)@31C464 - PIDGEOT Lv17, LATIOS Lv17
#627 (MONTAÑERO TARSI)@31C48C - AIPOM Lv16, GROVYLE Lv17, POLITOED Lv16
#628 (MONTAÑERO LUCIANO)@31C4B4 - DUSKULL Lv18, VIBRAVA Lv18
#629 (MONTAÑERO LUCAS)@31C4DC - RATICATE Lv18, HUNTAIL Lv18
#630 (MONTAÑERO ALFONSO)@31C504 - NIDORINO Lv22, KAKUNA Lv22, POLIWRATH Lv22
#631 (MONTAÑERO CARLO)@31C52C - RHYHORN Lv8
#632 (MONTAÑERO EVARISTO)@31C554 - BARBOACH Lv20, DONPHAN Lv20
#633 (MONTAÑERO LUCAS)@31C57C - VULPIX Lv9
#634 (MONTAÑERO MIGUE)@31C5A4 - SCIZOR Lv10, DELIBIRD Lv10
#635 (MONTAÑERO MIGUE)@31C5CC - FLYGON Lv16, CYNDAQUIL Lv16, TORKOAL Lv16
#636 (MONTAÑERO TARSI)@31C5F4 - RHYHORN Lv24, GENGAR Lv24, KABUTOPS Lv24, NOCTOWL Lv24
#637 (MONTAÑERO TARSI)@31C61C - GROWLITHE Lv27, RHYDON Lv27, OMANYTE Lv27, CROBAT Lv27
#638 (MONTAÑERO TARSI)@31C644 - VOLTORB Lv30, GARDEVOIR Lv30, SPOINK Lv30, HARIYAMA Lv30
#639 (MONTAÑERO TARSI)@31C66C - FLAREON Lv33, SQUIRTLE Lv33, PILOSWINE Lv33, PELIPPER Lv33
#640 (PAREJA JOVEN DULCE-LEO)@31C694 - NIDOKING Lv31, MEW Lv31
#641 (PAREJA JOVEN LIZ-JOEL)@31C6BC - CLEFAIRY Lv45, SUDOWOODO Lv45
#642 (PAREJA JOVEN LUCI-FITO)@31C6E4 - KAKUNA Lv25, CHIMECHO Lv25
#643 (PAREJA JOVEN LUCI-FITO)@31C70C - LOTAD Lv30, ZUBAT Lv30
#644 (PAREJA JOVEN LUCI-FITO)@31C734 - SUICUNE Lv33, LOUDRED Lv33
#645 (PAREJA JOVEN LUCI-FITO)@31C75C - SHUPPET Lv36, NIDORAN♀ Lv36
#646 (PAREJA JOVEN LUCI-FITO)@31C784 - STARMIE Lv39, ABSOL Lv39
#647 (BELLA JUANA)@31C7AC - BELDUM Lv13
#648 (ENTRE. GUAY GERARDO)@31C7D4 - NATU Lv23
#649 (LUCHADORA VIVIANA)@31C7FC - EKANS Lv17, SABLEYE Lv17
#650 (LUCHADORA DANIELA)@31C824 - BUTTERFREE Lv23
#651 (CHICO NINJA HIDEO)@31C84C - PICHU Lv25, TORKOAL Lv25
#652 (CHICO NINJA KEIGO)@31C874 - WAILORD Lv28, CORSOLA Lv28
#653 (CHICO NINJA ROCO)@31C89C - ROSELIA Lv28, FEEBAS Lv28
#654 (CAMPISTA FIDEL)@31C8C4 - VENUSAUR Lv29, WAILORD Lv29
#655 (DOMINGUERA ALIS)@31C8EC - SALAMENCE Lv27, GULPIN Lv27, TORCHIC Lv27
#656 (ENTRENADOR BLASCO)@31C914 - DUNSPARCE Lv16
#657 (ENTRENADOR BLASCO)@31C93C - KABUTOPS Lv47, GOLEM Lv46, CARVANHA Lv47, SKIPLOOM Lv44, SWALOT Lv48
#658 (ENTRENADOR BLASCO)@31C964 - UNOWN Lv50, SILCOON Lv49, AGGRON Lv50, HAUNTER Lv47, GOLDUCK Lv51
#659 (ENTRENADOR BLASCO)@31C98C - RELICANTH Lv53, STANTLER Lv52, LAIRON Lv53, MAGCARGO Lv50, DUSCLOPS Lv54
#660 (ENTRENADOR BLASCO)@31C9B4 - MACHAMP Lv56, LOUDRED Lv55, PILOSWINE Lv56, JUMPLUFF Lv53, SNEASEL Lv57
#661 (ENTRENADOR BRUNO)@31C9DC - CROBAT Lv31, POLIWRATH Lv32, FEAROW Lv32, SHUPPET Lv34
#662 (ENTRENADOR BRUNO)@31CA04 - LOMBRE Lv31, MEOWTH Lv32, TANGELA Lv32, SWABLU Lv34
#663 (ENTRENADOR BRUNO)@31CA2C - FEAROW Lv31, NATU Lv32, CORSOLA Lv32, MANECTRIC Lv34
#664 (ENTRENADOR AURA)@31CA54 - CACNEA Lv31, STEELIX Lv32, MURKROW Lv32, ROSELIA Lv34
#665 (ENTRENADOR AURA)@31CA7C - SLOWKING Lv31, HYPNO Lv32, NIDOKING Lv32, PIKACHU Lv34
#666 (ENTRENADOR AURA)@31CAA4 - DELCATTY Lv31, GULPIN Lv32, METANG Lv32, TYPHLOSION Lv34
#667 (PESCADOR JONI)@31CACC - AZURILL Lv30, NINJASK Lv31, VOLTORB Lv32
#668 (PESCADOR ENRIQUE)@31CAF4 - DUSTOX Lv31, MEDITITE Lv34
#669 (PESCADOR ROGE)@31CB1C - WEEDLE Lv15, GENGAR Lv25, MEW Lv35
#670 (ENTRE. GUAY ALEJANDRA)@31CB44 - FLYGON Lv34, DRAGONITE Lv34
#671 (ENTRE. GUAY RUBE)@31CB6C - EKANS Lv34, LUGIA Lv34
#672 (KARATEKA KOJI)@31CB94 - SNORUNT Lv34
#673 (PESCADOR UBALDO)@31CBBC - SHUCKLE Lv31, VENONAT Lv31, TANGELA Lv36
#674 (ORNITÓLOGO ADRIANO)@31CBE4 - YANMA Lv32, EXPLOUD Lv32
#675 (NADADOR REMO)@31CC0C - ARON Lv33, DRAGONAIR Lv33
#676 (NADADORA TALINA)@31CC34 - NOSEPASS Lv34
#677 (GEMELAS TEA-BEA)@31CC5C - WARTORTLE Lv19, POLIWRATH Lv19
#678 (ESTUDIANTES BETH-IRIS)@31CC84 - CHARIZARD Lv32, FLAREON Lv35
#679 (ESTUDIANTES TULA-ILDA)@31CCAC - GRANBULL Lv18, SCEPTILE Lv20
#680 (PAREJA JOVEN MELI-LINO)@31CCD4 - ESPEON Lv27, SNUBBULL Lv27
#681 (PAREJA MAYOR JULI-NELA)@31CCFC - KIRLIA Lv39, DROWZEE Lv39
#682 (PAREJA MAYOR JULI-NELA)@31CD24 - PILOSWINE Lv43, YANMA Lv43
#683 (PAREJA MAYOR JULI-NELA)@31CD4C - METAGROSS Lv46, SKIPLOOM Lv46
#684 (PAREJA MAYOR JULI-NELA)@31CD74 - SUDOWOODO Lv49, MACHOP Lv49
#685 (PAREJA MAYOR JULI-NELA)@31CD9C - TAILLOW Lv52, MACHAMP Lv52
#686 (HERMANOS IGOR-RUTH)@31CDC4 - BRELOOM Lv35, WOOPER Lv33
#687 (HERMANOS SARO-RITA)@31CDEC - SUNFLORA Lv34, TOGEPI Lv33
#688 (HERMANOS SARO-RITA)@31CE14 - SANDSLASH Lv42, SLAKOTH Lv40
#689 (HERMANOS SARO-RITA)@31CE3C - RAYQUAZA Lv45, LARVITAR Lv43
#690 (HERMANOS SARO-RITA)@31CE64 - SANDSHREW Lv48, SMEARGLE Lv46
#691 (HERMANOS SARO-RITA)@31CE8C - ARON Lv51, HYPNO Lv49
#692 (HERMANOS ROY-LISA)@31CEB4 - STANTLER Lv27, SKIPLOOM Lv25
#693 (PESCADOR CRIS)@31CEDC - MACHOP Lv29, PORYGON2 Lv20, POLIWRATH Lv26, SPEAROW Lv23
#694 (NIÑO BIEN ISRAEL)@31CF04 - LILEEP@PEPITA Lv8, AGGRON Lv8
#695 (DAMISELA SARITA)@31CF2C - NIDORAN♂ Lv8, LAIRON@PEPITA Lv8
#696 (PESCADOR DARIAN)@31CF54 - CORPHISH Lv9
#697 (PLAYERA MARITA)@31CF7C - GLOOM Lv13
#698 (PLAYERO NARIM)@31CFA4 - LUNATONE Lv12, TROPIUS Lv12
#699 (POKéFAN FANIO)@31CFCC - DODUO@BAYA ARANJA Lv14, RATTATA@BAYA ARANJA Lv14
#700 (GUITARRISTA FREDI)@31CFF4 - NATU Lv14, MILOTIC Lv14
#701 (TRIATLETA ALISA)@31D01C - MUK Lv15
#702 (GUITARRISTA MARCHO)@31D044 - CASTFORM Lv15
#703 (KARATEKA RET)@31D06C - MEGANIUM Lv15
